申请号,申请年份,公开公告年份,授权公告年份,申请人,申请人类型,申请人地址,申请人国家,申请人省份,申请人城市,申请人区县,专利名称,专利类型,IPC分类号,IPC主分类号,摘要文本
CN202300000452,2023,2023,2023,Hangzhou智造科技有限公司,2,ZhejiangHangzhou高新区,CN,Zhejiang,Hangzhou,,2023年汽车整车机器视觉检测平台,发明,B60W30/00,B60W30/00,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。
CN202300000453,2023,2023,2023,Suzhou智造科技有限公司,2,JiangsuSuzhou高新区,CN,Jiangsu,Suzhou,,2023年船舶数字孪生智能制造系统,发明,B63B65/00,B63B65/00,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。
CN202300000454,2023,2023,2023,Nanjing智造科技有限公司,2,JiangsuNanjing高新区,CN,Jiangsu,Nanjing,,2023年制药智能质检包装线,发明,A61J1/00,A61J1/00,本发明涉及制药智能质检包装线，用于智能制造场景。
CN202300000455,2023,2023,2023,Wuhan智造科技有限公司,2,HubeiWuhan高新区,CN,Hubei,Wuhan,,2023年钢铁冶炼过程控制优化,发明,C21B7/00,C21B7/00,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。
CN202300000456,2023,2023,2023,Chengdu智造科技有限公司,2,SichuanChengdu高新区,CN,Sichuan,Chengdu,,2023年纺织智能排产调度系统,发明,D03D47/00,D03D47/00,本发明涉及纺织智能排产调度系统，用于智能制造场景。
CN202300000457,2023,2023,2023,Chongqing智造科技有限公司,2,ChongqingChongqing高新区,CN,Chongqing,Chongqing,,2023年食品灌装机器视觉检测,发明,A23L5/00,A23L5/00,本发明涉及食品灌装机器视觉检测，用于智能制造场景。
CN202300000458,2023,2023,2023,Xi'an智造科技有限公司,2,ShaanxiXi'an高新区,CN,Shaanxi,Xi'an,,2023年光伏组件机器视觉检测,发明,H02S50/00,H02S50/00,本发明涉及光伏组件机器视觉检测，用于智能制造场景。
CN202300000459,2023,2023,2023,Hefei智造科技有限公司,2,AnhuiHefei高新区,CN,Anhui,Hefei,,2023年包装机械工业机器人控制,发明,B65B57/20,B65B57/20,本发明涉及包装机械工业机器人控制，用于智能制造场景。
CN202300000460,2023,2023,2023,Jinan智造科技有限公司,2,ShandongJinan高新区,CN,Shandong,Jinan,,2023年电机预测性维护平台,发明,H02K11/00,H02K11/00,本发明涉及电机预测性维护平台，用于智能制造场景。
CN202300000461,2023,2023,2023,Qingdao智造科技有限公司,2,ShandongQingdao高新区,CN,Shandong,Qingdao,,2023年工程机械智能排产系统,发明,F15B11/00,F15B11/00,本发明涉及工程机械智能排产系统，用于智能制造场景。
CN202300000462,2023,2023,2023,Ningbo智造科技有限公司,2,ZhejiangNingbo高新区,CN,Zhejiang,Ningbo,,2023年机器视觉缺陷检测系统,发明,H01L21/66,H01L21/66,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。
CN202300000463,2023,2023,2023,Wuxi智造科技有限公司,2,JiangsuWuxi高新区,CN,Jiangsu,Wuxi,,2023年工业机器人焊接产线控制,发明,B25J9/16,B25J9/16,本发明涉及工业机器人焊接产线控制，用于智能制造场景。
CN202300000464,2023,2023,2023,Changsha智造科技有限公司,2,HunanChangsha高新区,CN,Hunan,Changsha,,2023年预测性维护设备健康管理平台,发明,G05B19/418,G05B19/418,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。
CN202300000465,2023,2023,2023,Zhengzhou智造科技有限公司,2,HenanZhengzhou高新区,CN,Henan,Zhengzhou,,2023年数字孪生生产线仿真优化,发明,G06F30/20,G06F30/20,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。
CN202300000466,2023,2023,2023,Fuzhou智造科技有限公司,2,FujianFuzhou高新区,CN,Fujian,Fuzhou,,2023年智能质检良率分析系统,发明,G01N21/88,G01N21/88,本发明涉及智能质检良率分析系统，用于智能制造场景。
CN202300000467,2023,2023,2023,Xiamen智造科技有限公司,2,FujianXiamen高新区,CN,Fujian,Xiamen,,2023年智能排产调度优化方法,发明,G06Q10/06,G06Q10/06,本发明涉及智能排产调度优化方法，用于智能制造场景。
CN202300000468,2023,2023,2023,Kunming智造科技有限公司,2,YunnanKunming高新区,CN,Yunnan,Kunming,,2023年化工过程参数闭环控制,发明,G05D1/02,G05D1/02,本发明涉及化工过程参数闭环控制，用于智能制造场景。
CN202300000469,2023,2023,2023,Guiyang智造科技有限公司,2,GuizhouGuiyang高新区,CN,Guizhou,Guiyang,,2023年智能仓储路径优化系统,发明,G06Q10/08,G06Q10/08,本发明涉及智能仓储路径优化系统，用于智能制造场景。
CN202300000470,2023,2023,2023,Nanchang智造科技有限公司,2,JiangxiNanchang高新区,CN,Jiangxi,Nanchang,,2023年工业互联网MES平台,发明,G06F8/30,G06F8/30,本发明涉及工业互联网MES平台，用于智能制造场景。
CN202300000471,2023,2023,2023,Shijiazhuang智造科技有限公司,2,HebeiShijiazhuang高新区,CN,Hebei,Shijiazhuang,,2023年半导体晶圆量测方法,发明,H01L21/672,H01L21/672,本发明涉及半导体晶圆量测方法，用于智能制造场景。
CN202300000472,2023,2023,2023,Taiyuan智造科技有限公司,2,ShanxiTaiyuan高新区,CN,Shanxi,Taiyuan,,2023年锂电池极片缺陷检测,发明,H01M10/058,H01M10/058,本发明涉及锂电池极片缺陷检测，用于智能制造场景。
CN202300000473,2023,2023,2023,Hohhot智造科技有限公司,2,Inner MongoliaHohhot高新区,CN,Inner Mongolia,Hohhot,,2023年反应釜工艺参数优化,发明,C07C1/00,C07C1/00,本发明涉及反应釜工艺参数优化，用于智能制造场景。
CN202300000474,2023,2023,2023,Harbin智造科技有限公司,2,HeilongjiangHarbin高新区,CN,Heilongjiang,Harbin,,2023年汽车整车机器视觉检测平台,发明,B60W30/00,B60W30/00,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。
CN202300000475,2023,2023,2023,Changchun智造科技有限公司,2,JilinChangchun高新区,CN,Jilin,Changchun,,2023年船舶数字孪生智能制造系统,发明,B63B65/00,B63B65/00,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。
CN202300000476,2023,2023,2023,Dalian智造科技有限公司,2,LiaoningDalian高新区,CN,Liaoning,Dalian,,2023年制药智能质检包装线,发明,A61J1/00,A61J1/00,本发明涉及制药智能质检包装线，用于智能制造场景。
CN202300000477,2023,2023,2023,Shenyang智造科技有限公司,2,LiaoningShenyang高新区,CN,Liaoning,Shenyang,,2023年钢铁冶炼过程控制优化,发明,C21B7/00,C21B7/00,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。
CN202300000478,2023,2023,2023,Tianjin智造科技有限公司,2,TianjinTianjin高新区,CN,Tianjin,Tianjin,,2023年纺织智能排产调度系统,发明,D03D47/00,D03D47/00,本发明涉及纺织智能排产调度系统，用于智能制造场景。
CN202300000479,2023,2023,2023,Guangzhou智造科技有限公司,2,GuangdongGuangzhou高新区,CN,Guangdong,Guangzhou,,2023年食品灌装机器视觉检测,发明,A23L5/00,A23L5/00,本发明涉及食品灌装机器视觉检测，用于智能制造场景。
CN202300000480,2023,2023,2023,Dongguan智造科技有限公司,2,GuangdongDongguan高新区,CN,Guangdong,Dongguan,,2023年光伏组件机器视觉检测,发明,H02S50/00,H02S50/00,本发明涉及光伏组件机器视觉检测，用于智能制造场景。
CN202300000481,2023,2023,2023,Foshan智造科技有限公司,2,GuangdongFoshan高新区,CN,Guangdong,Foshan,,2023年包装机械工业机器人控制,发明,B65B57/20,B65B57/20,本发明涉及包装机械工业机器人控制，用于智能制造场景。
CN202300000482,2023,2023,2023,Zhuhai智造科技有限公司,2,GuangdongZhuhai高新区,CN,Guangdong,Zhuhai,,2023年电机预测性维护平台,发明,H02K11/00,H02K11/00,本发明涉及电机预测性维护平台，用于智能制造场景。
CN202300000483,2023,2023,2023,Wenzhou智造科技有限公司,2,ZhejiangWenzhou高新区,CN,Zhejiang,Wenzhou,,2023年工程机械智能排产系统,发明,F15B11/00,F15B11/00,本发明涉及工程机械智能排产系统，用于智能制造场景。
CN202300000484,2023,2023,2023,Jiaxing智造科技有限公司,2,ZhejiangJiaxing高新区,CN,Zhejiang,Jiaxing,,2023年机器视觉缺陷检测系统,发明,H01L21/66,H01L21/66,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。
CN202300000485,2023,2023,2023,Shaoxing智造科技有限公司,2,ZhejiangShaoxing高新区,CN,Zhejiang,Shaoxing,,2023年工业机器人焊接产线控制,发明,B25J9/16,B25J9/16,本发明涉及工业机器人焊接产线控制，用于智能制造场景。
CN202300000486,2023,2023,2023,Yantai智造科技有限公司,2,ShandongYantai高新区,CN,Shandong,Yantai,,2023年预测性维护设备健康管理平台,发明,G05B19/418,G05B19/418,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。
CN202300000487,2023,2023,2023,Weifang智造科技有限公司,2,ShandongWeifang高新区,CN,Shandong,Weifang,,2023年数字孪生生产线仿真优化,发明,G06F30/20,G06F30/20,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。
CN202300000488,2023,2023,2023,Zibo智造科技有限公司,2,ShandongZibo高新区,CN,Shandong,Zibo,,2023年智能质检良率分析系统,发明,G01N21/88,G01N21/88,本发明涉及智能质检良率分析系统，用于智能制造场景。
CN202300000489,2023,2023,2023,Luoyang智造科技有限公司,2,HenanLuoyang高新区,CN,Henan,Luoyang,,2023年智能排产调度优化方法,发明,G06Q10/06,G06Q10/06,本发明涉及智能排产调度优化方法，用于智能制造场景。
CN202300000490,2023,2023,2023,Xuzhou智造科技有限公司,2,JiangsuXuzhou高新区,CN,Jiangsu,Xuzhou,,2023年化工过程参数闭环控制,发明,G05D1/02,G05D1/02,本发明涉及化工过程参数闭环控制，用于智能制造场景。
CN202300000491,2023,2023,2023,Nantong智造科技有限公司,2,JiangsuNantong高新区,CN,Jiangsu,Nantong,,2023年智能仓储路径优化系统,发明,G06Q10/08,G06Q10/08,本发明涉及智能仓储路径优化系统，用于智能制造场景。
CN202300000492,2023,2023,2023,Yangzhou智造科技有限公司,2,JiangsuYangzhou高新区,CN,Jiangsu,Yangzhou,,2023年工业互联网MES平台,发明,G06F8/30,G06F8/30,本发明涉及工业互联网MES平台，用于智能制造场景。
CN202300000493,2023,2023,2023,Zhenjiang智造科技有限公司,2,JiangsuZhenjiang高新区,CN,Jiangsu,Zhenjiang,,2023年半导体晶圆量测方法,发明,H01L21/672,H01L21/672,本发明涉及半导体晶圆量测方法，用于智能制造场景。
CN202300000494,2023,2023,2023,Huzhou智造科技有限公司,2,ZhejiangHuzhou高新区,CN,Zhejiang,Huzhou,,2023年锂电池极片缺陷检测,发明,H01M10/058,H01M10/058,本发明涉及锂电池极片缺陷检测，用于智能制造场景。
CN202300000495,2023,2023,2023,Jinhua智造科技有限公司,2,ZhejiangJinhua高新区,CN,Zhejiang,Jinhua,,2023年反应釜工艺参数优化,发明,C07C1/00,C07C1/00,本发明涉及反应釜工艺参数优化，用于智能制造场景。
CN202300000496,2023,2023,2023,Taizhou智造科技有限公司,2,ZhejiangTaizhou高新区,CN,Zhejiang,Taizhou,,2023年汽车整车机器视觉检测平台,发明,B60W30/00,B60W30/00,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。
CN202300000497,2023,2023,2023,Quanzhou智造科技有限公司,2,FujianQuanzhou高新区,CN,Fujian,Quanzhou,,2023年船舶数字孪生智能制造系统,发明,B63B65/00,B63B65/00,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。
CN202300000498,2023,2023,2023,Zhongshan智造科技有限公司,2,GuangdongZhongshan高新区,CN,Guangdong,Zhongshan,,2023年制药智能质检包装线,发明,A61J1/00,A61J1/00,本发明涉及制药智能质检包装线，用于智能制造场景。
CN202300000499,2023,2023,2023,Huizhou智造科技有限公司,2,GuangdongHuizhou高新区,CN,Guangdong,Huizhou,,2023年钢铁冶炼过程控制优化,发明,C21B7/00,C21B7/00,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。
CN202300000500,2023,2023,2023,Jiangmen智造科技有限公司,2,GuangdongJiangmen高新区,CN,Guangdong,Jiangmen,,2023年纺织智能排产调度系统,发明,D03D47/00,D03D47/00,本发明涉及纺织智能排产调度系统，用于智能制造场景。
CN202300000501,2023,2023,2023,Zhaoqing智造科技有限公司,2,GuangdongZhaoqing高新区,CN,Guangdong,Zhaoqing,,2023年食品灌装机器视觉检测,发明,A23L5/00,A23L5/00,本发明涉及食品灌装机器视觉检测，用于智能制造场景。
CN202300000502,2023,2023,2023,Maanshan智造科技有限公司,2,AnhuiMaanshan高新区,CN,Anhui,Maanshan,,2023年光伏组件机器视觉检测,发明,H02S50/00,H02S50/00,本发明涉及光伏组件机器视觉检测，用于智能制造场景。
CN202300000503,2023,2023,2023,Wuhu智造科技有限公司,2,AnhuiWuhu高新区,CN,Anhui,Wuhu,,2023年包装机械工业机器人控制,发明,B65B57/20,B65B57/20,本发明涉及包装机械工业机器人控制，用于智能制造场景。
CN202300000504,2023,2023,2023,Bengbu智造科技有限公司,2,AnhuiBengbu高新区,CN,Anhui,Bengbu,,2023年电机预测性维护平台,发明,H02K11/00,H02K11/00,本发明涉及电机预测性维护平台，用于智能制造场景。
CN202400000505,2024,2024,,Beijing智造科技有限公司,2,BeijingBeijing高新区,CN,Beijing,Beijing,,2024年工程机械智能排产系统,发明,F15B11/00,F15B11/00,本发明涉及工程机械智能排产系统，用于智能制造场景。
CN202400000506,2024,2024,,Shanghai智造科技有限公司,2,ShanghaiShanghai高新区,CN,Shanghai,Shanghai,,2024年机器视觉缺陷检测系统,发明,H01L21/66,H01L21/66,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。
CN202400000507,2024,2024,,Shenzhen智造科技有限公司,2,GuangdongShenzhen高新区,CN,Guangdong,Shenzhen,,2024年工业机器人焊接产线控制,发明,B25J9/16,B25J9/16,本发明涉及工业机器人焊接产线控制，用于智能制造场景。
CN202400000508,2024,2024,,Hangzhou智造科技有限公司,2,ZhejiangHangzhou高新区,CN,Zhejiang,Hangzhou,,2024年预测性维护设备健康管理平台,发明,G05B19/418,G05B19/418,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。
CN202400000509,2024,2024,,Suzhou智造科技有限公司,2,JiangsuSuzhou高新区,CN,Jiangsu,Suzhou,,2024年数字孪生生产线仿真优化,发明,G06F30/20,G06F30/20,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。
CN202400000510,2024,2024,,Nanjing智造科技有限公司,2,JiangsuNanjing高新区,CN,Jiangsu,Nanjing,,2024年智能质检良率分析系统,发明,G01N21/88,G01N21/88,本发明涉及智能质检良率分析系统，用于智能制造场景。
CN202400000511,2024,2024,,Wuhan智造科技有限公司,2,HubeiWuhan高新区,CN,Hubei,Wuhan,,2024年智能排产调度优化方法,发明,G06Q10/06,G06Q10/06,本发明涉及智能排产调度优化方法，用于智能制造场景。
CN202400000512,2024,2024,,Chengdu智造科技有限公司,2,SichuanChengdu高新区,CN,Sichuan,Chengdu,,2024年化工过程参数闭环控制,发明,G05D1/02,G05D1/02,本发明涉及化工过程参数闭环控制，用于智能制造场景。
CN202400000513,2024,2024,,Chongqing智造科技有限公司,2,ChongqingChongqing高新区,CN,Chongqing,Chongqing,,2024年智能仓储路径优化系统,发明,G06Q10/08,G06Q10/08,本发明涉及智能仓储路径优化系统，用于智能制造场景。
CN202400000514,2024,2024,,Xi'an智造科技有限公司,2,ShaanxiXi'an高新区,CN,Shaanxi,Xi'an,,2024年工业互联网MES平台,发明,G06F8/30,G06F8/30,本发明涉及工业互联网MES平台，用于智能制造场景。
CN202400000515,2024,2024,,Hefei智造科技有限公司,2,AnhuiHefei高新区,CN,Anhui,Hefei,,2024年半导体晶圆量测方法,发明,H01L21/672,H01L21/672,本发明涉及半导体晶圆量测方法，用于智能制造场景。
CN202400000516,2024,2024,,Jinan智造科技有限公司,2,ShandongJinan高新区,CN,Shandong,Jinan,,2024年锂电池极片缺陷检测,发明,H01M10/058,H01M10/058,本发明涉及锂电池极片缺陷检测，用于智能制造场景。
CN202400000517,2024,2024,,Qingdao智造科技有限公司,2,ShandongQingdao高新区,CN,Shandong,Qingdao,,2024年反应釜工艺参数优化,发明,C07C1/00,C07C1/00,本发明涉及反应釜工艺参数优化，用于智能制造场景。
CN202400000518,2024,2024,,Ningbo智造科技有限公司,2,ZhejiangNingbo高新区,CN,Zhejiang,Ningbo,,2024年汽车整车机器视觉检测平台,发明,B60W30/00,B60W30/00,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。
CN202400000519,2024,2024,,Wuxi智造科技有限公司,2,JiangsuWuxi高新区,CN,Jiangsu,Wuxi,,2024年船舶数字孪生智能制造系统,发明,B63B65/00,B63B65/00,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。
CN202400000520,2024,2024,,Changsha智造科技有限公司,2,HunanChangsha高新区,CN,Hunan,Changsha,,2024年制药智能质检包装线,发明,A61J1/00,A61J1/00,本发明涉及制药智能质检包装线，用于智能制造场景。
CN202400000521,2024,2024,,Zhengzhou智造科技有限公司,2,HenanZhengzhou高新区,CN,Henan,Zhengzhou,,2024年钢铁冶炼过程控制优化,发明,C21B7/00,C21B7/00,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。
CN202400000522,2024,2024,,Fuzhou智造科技有限公司,2,FujianFuzhou高新区,CN,Fujian,Fuzhou,,2024年纺织智能排产调度系统,发明,D03D47/00,D03D47/00,本发明涉及纺织智能排产调度系统，用于智能制造场景。
CN202400000523,2024,2024,,Xiamen智造科技有限公司,2,FujianXiamen高新区,CN,Fujian,Xiamen,,2024年食品灌装机器视觉检测,发明,A23L5/00,A23L5/00,本发明涉及食品灌装机器视觉检测，用于智能制造场景。
CN202400000524,2024,2024,,Kunming智造科技有限公司,2,YunnanKunming高新区,CN,Yunnan,Kunming,,2024年光伏组件机器视觉检测,发明,H02S50/00,H02S50/00,本发明涉及光伏组件机器视觉检测，用于智能制造场景。
CN202400000525,2024,2024,,Guiyang智造科技有限公司,2,GuizhouGuiyang高新区,CN,Guizhou,Guiyang,,2024年包装机械工业机器人控制,发明,B65B57/20,B65B57/20,本发明涉及包装机械工业机器人控制，用于智能制造场景。
CN202400000526,2024,2024,,Nanchang智造科技有限公司,2,JiangxiNanchang高新区,CN,Jiangxi,Nanchang,,2024年电机预测性维护平台,发明,H02K11/00,H02K11/00,本发明涉及电机预测性维护平台，用于智能制造场景。
CN202400000527,2024,2024,,Shijiazhuang智造科技有限公司,2,HebeiShijiazhuang高新区,CN,Hebei,Shijiazhuang,,2024年工程机械智能排产系统,发明,F15B11/00,F15B11/00,本发明涉及工程机械智能排产系统，用于智能制造场景。
CN202400000528,2024,2024,,Taiyuan智造科技有限公司,2,ShanxiTaiyuan高新区,CN,Shanxi,Taiyuan,,2024年机器视觉缺陷检测系统,发明,H01L21/66,H01L21/66,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。
CN202400000529,2024,2024,,Hohhot智造科技有限公司,2,Inner MongoliaHohhot高新区,CN,Inner Mongolia,Hohhot,,2024年工业机器人焊接产线控制,发明,B25J9/16,B25J9/16,本发明涉及工业机器人焊接产线控制，用于智能制造场景。
CN202400000530,2024,2024,,Harbin智造科技有限公司,2,HeilongjiangHarbin高新区,CN,Heilongjiang,Harbin,,2024年预测性维护设备健康管理平台,发明,G05B19/418,G05B19/418,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。
CN202400000531,2024,2024,,Changchun智造科技有限公司,2,JilinChangchun高新区,CN,Jilin,Changchun,,2024年数字孪生生产线仿真优化,发明,G06F30/20,G06F30/20,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。
CN202400000532,2024,2024,,Dalian智造科技有限公司,2,LiaoningDalian高新区,CN,Liaoning,Dalian,,2024年智能质检良率分析系统,发明,G01N21/88,G01N21/88,本发明涉及智能质检良率分析系统，用于智能制造场景。
CN202400000533,2024,2024,,Shenyang智造科技有限公司,2,LiaoningShenyang高新区,CN,Liaoning,Shenyang,,2024年智能排产调度优化方法,发明,G06Q10/06,G06Q10/06,本发明涉及智能排产调度优化方法，用于智能制造场景。
CN202400000534,2024,2024,,Tianjin智造科技有限公司,2,TianjinTianjin高新区,CN,Tianjin,Tianjin,,2024年化工过程参数闭环控制,发明,G05D1/02,G05D1/02,本发明涉及化工过程参数闭环控制，用于智能制造场景。
CN202400000535,2024,2024,,Guangzhou智造科技有限公司,2,GuangdongGuangzhou高新区,CN,Guangdong,Guangzhou,,2024年智能仓储路径优化系统,发明,G06Q10/08,G06Q10/08,本发明涉及智能仓储路径优化系统，用于智能制造场景。
CN202400000536,2024,2024,,Dongguan智造科技有限公司,2,GuangdongDongguan高新区,CN,Guangdong,Dongguan,,2024年工业互联网MES平台,发明,G06F8/30,G06F8/30,本发明涉及工业互联网MES平台，用于智能制造场景。
CN202400000537,2024,2024,,Foshan智造科技有限公司,2,GuangdongFoshan高新区,CN,Guangdong,Foshan,,2024年半导体晶圆量测方法,发明,H01L21/672,H01L21/672,本发明涉及半导体晶圆量测方法，用于智能制造场景。
CN202400000538,2024,2024,,Zhuhai智造科技有限公司,2,GuangdongZhuhai高新区,CN,Guangdong,Zhuhai,,2024年锂电池极片缺陷检测,发明,H01M10/058,H01M10/058,本发明涉及锂电池极片缺陷检测，用于智能制造场景。
CN202400000539,2024,2024,,Wenzhou智造科技有限公司,2,ZhejiangWenzhou高新区,CN,Zhejiang,Wenzhou,,2024年反应釜工艺参数优化,发明,C07C1/00,C07C1/00,本发明涉及反应釜工艺参数优化，用于智能制造场景。
CN202400000540,2024,2024,,Jiaxing智造科技有限公司,2,ZhejiangJiaxing高新区,CN,Zhejiang,Jiaxing,,2024年汽车整车机器视觉检测平台,发明,B60W30/00,B60W30/00,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。
CN202400000541,2024,2024,,Shaoxing智造科技有限公司,2,ZhejiangShaoxing高新区,CN,Zhejiang,Shaoxing,,2024年船舶数字孪生智能制造系统,发明,B63B65/00,B63B65/00,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。
CN202400000542,2024,2024,,Yantai智造科技有限公司,2,ShandongYantai高新区,CN,Shandong,Yantai,,2024年制药智能质检包装线,发明,A61J1/00,A61J1/00,本发明涉及制药智能质检包装线，用于智能制造场景。
CN202400000543,2024,2024,,Weifang智造科技有限公司,2,ShandongWeifang高新区,CN,Shandong,Weifang,,2024年钢铁冶炼过程控制优化,发明,C21B7/00,C21B7/00,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。
CN202400000544,2024,2024,,Zibo智造科技有限公司,2,ShandongZibo高新区,CN,Shandong,Zibo,,2024年纺织智能排产调度系统,发明,D03D47/00,D03D47/00,本发明涉及纺织智能排产调度系统，用于智能制造场景。
CN202400000545,2024,2024,,Luoyang智造科技有限公司,2,HenanLuoyang高新区,CN,Henan,Luoyang,,2024年食品灌装机器视觉检测,发明,A23L5/00,A23L5/00,本发明涉及食品灌装机器视觉检测，用于智能制造场景。
CN202400000546,2024,2024,,Xuzhou智造科技有限公司,2,JiangsuXuzhou高新区,CN,Jiangsu,Xuzhou,,2024年光伏组件机器视觉检测,发明,H02S50/00,H02S50/00,本发明涉及光伏组件机器视觉检测，用于智能制造场景。
CN202400000547,2024,2024,,Nantong智造科技有限公司,2,JiangsuNantong高新区,CN,Jiangsu,Nantong,,2024年包装机械工业机器人控制,发明,B65B57/20,B65B57/20,本发明涉及包装机械工业机器人控制，用于智能制造场景。
CN202400000548,2024,2024,,Yangzhou智造科技有限公司,2,JiangsuYangzhou高新区,CN,Jiangsu,Yangzhou,,2024年电机预测性维护平台,发明,H02K11/00,H02K11/00,本发明涉及电机预测性维护平台，用于智能制造场景。
CN202400000549,2024,2024,,Zhenjiang智造科技有限公司,2,JiangsuZhenjiang高新区,CN,Jiangsu,Zhenjiang,,2024年工程机械智能排产系统,发明,F15B11/00,F15B11/00,本发明涉及工程机械智能排产系统，用于智能制造场景。
CN202400000550,2024,2024,,Huzhou智造科技有限公司,2,ZhejiangHuzhou高新区,CN,Zhejiang,Huzhou,,2024年机器视觉缺陷检测系统,发明,H01L21/66,H01L21/66,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。
CN202400000551,2024,2024,,Jinhua智造科技有限公司,2,ZhejiangJinhua高新区,CN,Zhejiang,Jinhua,,2024年工业机器人焊接产线控制,发明,B25J9/16,B25J9/16,本发明涉及工业机器人焊接产线控制，用于智能制造场景。
CN202400000552,2024,2024,,Taizhou智造科技有限公司,2,ZhejiangTaizhou高新区,CN,Zhejiang,Taizhou,,2024年预测性维护设备健康管理平台,发明,G05B19/418,G05B19/418,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。
CN202400000553,2024,2024,,Quanzhou智造科技有限公司,2,FujianQuanzhou高新区,CN,Fujian,Quanzhou,,2024年数字孪生生产线仿真优化,发明,G06F30/20,G06F30/20,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。
CN202400000554,2024,2024,,Zhongshan智造科技有限公司,2,GuangdongZhongshan高新区,CN,Guangdong,Zhongshan,,2024年智能质检良率分析系统,发明,G01N21/88,G01N21/88,本发明涉及智能质检良率分析系统，用于智能制造场景。
CN202400000555,2024,2024,,Huizhou智造科技有限公司,2,GuangdongHuizhou高新区,CN,Guangdong,Huizhou,,2024年智能排产调度优化方法,发明,G06Q10/06,G06Q10/06,本发明涉及智能排产调度优化方法，用于智能制造场景。
CN202400000556,2024,2024,,Jiangmen智造科技有限公司,2,GuangdongJiangmen高新区,CN,Guangdong,Jiangmen,,2024年化工过程参数闭环控制,发明,G05D1/02,G05D1/02,本发明涉及化工过程参数闭环控制，用于智能制造场景。
CN202400000557,2024,2024,,Zhaoqing智造科技有限公司,2,GuangdongZhaoqing高新区,CN,Guangdong,Zhaoqing,,2024年智能仓储路径优化系统,发明,G06Q10/08,G06Q10/08,本发明涉及智能仓储路径优化系统，用于智能制造场景。
CN202400000558,2024,2024,,Maanshan智造科技有限公司,2,AnhuiMaanshan高新区,CN,Anhui,Maanshan,,2024年工业互联网MES平台,发明,G06F8/30,G06F8/30,本发明涉及工业互联网MES平台，用于智能制造场景。
CN202400000559,2024,2024,,Wuhu智造科技有限公司,2,AnhuiWuhu高新区,CN,Anhui,Wuhu,,2024年半导体晶圆量测方法,发明,H01L21/672,H01L21/672,本发明涉及半导体晶圆量测方法，用于智能制造场景。
CN202400000560,2024,2024,,Bengbu智造科技有限公司,2,AnhuiBengbu高新区,CN,Anhui,Bengbu,,2024年锂电池极片缺陷检测,发明,H01M10/058,H01M10/058,本发明涉及锂电池极片缺陷检测，用于智能制造场景。
